(14,2)	(14,7);38.61526	(14,1);29.68105	(13,13);35.86412	null;NaN
(14,3)	(13,12);24.20766	null;NaN	(13,14);18.73709	null;NaN
(14,4)	(15,11);21.61771	(15,10);28.1795	null;NaN	(13,4);32.98141
(14,5)	null;NaN	null;NaN	(15,6);21.29964	(14,6);26.75314
(14,6)	null;NaN	(14,5);26.75314	(14,1);35.28675	(14,7);17.41389
(14,7)	null;NaN	(14,6);17.41389	(14,2);38.61526	(14,8);30.70706
(14,8)	(15,5);25.71022	(14,7);30.70706	(13,11);34.16722	(14,9);29.16135
(14,9)	(18,11);27.83538	(14,8);29.16135	(19,3);15.02097	(14,10);35.09542
(14,10)	(15,3);27.46372	(14,9);35.09542	(18,10);13.50747	(14,11);30.43982
(14,11)	null;NaN	(14,10);30.43982	(15,12);29.46502	(14,12);32.30058
(14,12)	null;NaN	(14,11);32.30058	(12,14);36.46614	null;NaN
(15,1)	null;NaN	(11,13);36.79309	null;NaN	(11,12);32.76567
(15,2)	null;NaN	(11,12);22.84299	(19,4);20.02901	(10,12);30.29379
(15,3)	(10,12);17.08804	(19,4);29.45897	(14,10);27.46372	null;NaN
(15,4)	(11,13);23.83871	null;NaN	(11,14);27.1238	null;NaN
(15,5)	(11,14);28.90159	null;NaN	(14,8);25.71022	(18,11);25.22171
(15,6)	(14,5);21.29964	null;NaN	(14,0);25.75072	null;NaN
(15,7)	(14,0);23.41013	null;NaN	(9,10);29.35477	null;NaN
(15,8)	null;NaN	(9,10);21.40756	null;NaN	(13,1);34.47477
(15,9)	null;NaN	(13,1);30.32286	null;NaN	(13,2);28.02219
(15,10)	null;NaN	(13,14);24.84	null;NaN	(14,4);28.1795
(15,11)	(13,11);19.64269	null;NaN	(14,4);21.61771	(19,2);16.07711
(15,12)	(14,11);29.46502	(18,9);39.2709	(18,5);20.25479	(12,14);33.30664
(15,13)	(12,14);30.22952	(19,1);30.60327	(13,8);26.10052	null;NaN
(15,14)	null;NaN	(12,14);27.49277	null;NaN	(10,11);22.65835
(15,15)	null;NaN	(11,3);29.60903	null;NaN	(11,4);33.00761
(15,16)	null;NaN	(13,3);32.83989	null;NaN	(11,3);15.00739
(15,17)	(13,6);30.46474	null;NaN	(12,6);20.99905	null;NaN
(15,18)	(10,11);31.40827	null;NaN	(13,9);19.21221	null;NaN
(15,19)	(13,9);31.28778	null;NaN	(12,9);17.55275	null;NaN
(15,20)	(13,10);27.98315	null;NaN	(12,10);33.60374	null;NaN
(15,21)	(18,6);25.93874	null;NaN	(12,7);33.20932	null;NaN
(16,6)	null;NaN	null;NaN	(17,6);24.91287	(16,7);15.10152
(16,7)	(16,8);23.83228	(16,6);15.10152	(17,7);27.95085	null;NaN
(16,8)	(9,8);17.80302	(9,7);24.43733	(16,7);23.83228	null;NaN
(16,9)	null;NaN	(11,4);16.8459	null;NaN	(9,7);26.22005
(17,6)	(16,6);24.91287	null;NaN	(8,6);25.56259	(17,7);17.96654
(17,7)	(16,7);27.95085	(17,6);17.96654	(8,7);23.2761	null;NaN
(18,0)	(7,4);20.57372	null;NaN	(6,4);22.00839	null;NaN
(18,1)	(7,3);18.84331	null;NaN	(6,3);22.45588	null;NaN
(18,2)	(8,3);32.00496	null;NaN	(7,3);18.57084	null;NaN
(18,3)	(8,4);27.22825	null;NaN	(7,4);25.14403	null;NaN
(18,4)	(8,5);20.95854	null;NaN	(7,5);26.99782	null;NaN
(18,5)	(15,12);20.25479	(18,8);30.60652	(10,14);22.58187	(19,1);29.56829
(18,6)	null;NaN	(12,13);23.50834	(15,21);25.93874	(18,7);25.47529
(18,7)	null;NaN	(18,6);25.47529	null;NaN	(12,9);31.52518
(18,8)	(18,9);16.70719	null;NaN	(13,4);24.48768	(18,5);30.60652
(18,9)	(18,10);22.60994	(19,2);21.19123	(18,8);16.70719	(15,12);39.2709
(18,10)	(14,10);13.50747	(19,3);25.34927	(18,9);22.60994	null;NaN
(18,11)	(18,12);29.1523	(15,5);25.22171	(14,9);27.83538	(19,5);27.68117
(18,12)	(18,13);15.11031	null;NaN	(18,11);29.1523	null;NaN
(18,13)	(11,12);16.95708	null;NaN	(18,12);15.11031	(19,4);32.43009
(19,1)	null;NaN	(18,5);29.56829	(12,13);27.28418	(15,13);30.60327
(19,2)	(19,3);16.62399	(15,11);16.07711	null;NaN	(18,9);21.19123
(19,3)	(14,9);15.02097	(13,11);28.59261	(19,2);16.62399	(18,10);25.34927
(19,4)	(15,2);20.02901	(18,13);32.43009	(19,5);17.33806	(15,3);29.45897
(19,5)	(19,4);17.33806	(18,11);27.68117	null;NaN	null;NaN
