(9,7)	(9,8,27.9);(9,9,45.68);(10,6,15.96);(10,7,17.02);(10,8,33);(10,9,51.03);(10,13,147.18);(11,5,65.42);(11,6,53.42);(11,7,51.7);(12,4,77.18);(12,7,73.52);(12,11,151.46);(12,13,143.62);(13,3,146.02);(13,4,173.16);(13,5,140.72);(13,6,136.28);(13,11,243.38);(13,12,237.61);(14,3,217.4);(14,4,204.46);(15,10,194.35);(15,11,225.04);(15,17,108.41);(18,6,125.86);(18,7,115.21);	(6,4,198.41);(7,3,171.69);(7,4,158.78);(7,5,147.07);(8,3,134.55);(8,4,117.34);(8,5,103.92);(8,6,95.38);(8,7,92.99);(11,3,105.4);(11,4,42.97);(15,15,75.87);(16,6,45.94);(16,7,43.15);(16,8,24.44);(16,9,26.22);(17,6,70.82);(17,7,70.56);(18,0,178.12);(18,1,188.77);(18,3,138.75);(18,4,122.52);	(6,4,198.41);(7,3,171.69);(7,4,158.78);(7,5,147.07);(8,4,117.34);(8,5,103.92);(8,6,95.38);(8,7,92.99);(9,8,27.9);(9,9,45.68);(10,7,17.02);(10,8,33);(10,9,51.03);(16,6,45.94);(16,7,43.15);(16,8,24.44);(17,6,70.82);(17,7,70.56);(18,0,178.12);(18,1,188.77);(18,3,138.75);(18,4,122.52);	(8,3,134.55);(10,6,15.96);(10,13,147.18);(11,3,105.4);(11,4,42.97);(11,5,65.42);(11,6,53.42);(11,7,51.7);(12,4,77.18);(12,7,73.52);(12,11,151.46);(12,13,143.62);(13,3,146.02);(13,4,173.16);(13,5,140.72);(13,6,136.28);(13,11,243.38);(13,12,237.61);(14,3,217.4);(14,4,204.46);(15,10,194.35);(15,11,225.04);(15,15,75.87);(15,17,108.41);(16,9,26.22);(18,6,125.86);(18,7,115.21);
(9,8)	(9,9,18.28);(10,7,23.56);(10,8,20.19);(10,9,25.92);(10,14,176.18);(11,8,55.97);(12,8,93.76);(12,9,97.85);(12,11,162.26);(12,13,152.62);(13,6,148.75);(13,11,260.85);(15,11,241.95);(15,19,112.58);(18,6,132.22);(18,7,116.67);	(6,4,204.53);(7,3,183.99);(7,4,167.32);(7,5,152.14);(8,3,151.71);(8,4,131.59);(8,5,113.95);(8,6,99.6);(9,7,27.9);(10,6,38.74);(11,4,69.09);(15,16,139.69);(16,6,51.42);(16,7,40.45);(16,8,17.8);(16,9,52.37);(17,6,74.08);(18,0,185.39);(18,1,200);(18,3,149.97);(18,4,129.9);	(6,4,204.53);(7,3,183.99);(7,4,167.32);(7,5,152.14);(8,5,113.95);(8,6,99.6);(9,9,18.28);(10,9,25.92);(16,6,51.42);(16,7,40.45);(16,8,17.8);(17,6,74.08);(18,0,185.39);(18,1,200);(18,3,149.97);(18,4,129.9);	(8,3,151.71);(8,4,131.59);(9,7,27.9);(10,6,38.74);(10,7,23.56);(10,8,20.19);(10,14,176.18);(11,4,69.09);(11,8,55.97);(12,8,93.76);(12,9,97.85);(12,11,162.26);(12,13,152.62);(13,6,148.75);(13,11,260.85);(15,11,241.95);(15,16,139.69);(15,19,112.58);(16,9,52.37);(18,6,132.22);(18,7,116.67);
(9,9)	(10,8,24.18);(10,9,10.7);(10,14,182.33);(11,8,56.4);(12,8,93.81);(12,9,93.14);(12,11,166.62);(12,13,155.93);(13,6,154.36);(13,11,268.88);(14,4,228.6);(15,11,249.67);(15,19,109.27);(15,21,115.6);(18,6,134.23);(18,7,115.89);	(6,3,231.02);(6,4,215.18);(7,3,197.74);(7,4,179.48);(7,5,162.79);(8,3,167.69);(8,5,127.53);(8,6,110.86);(8,7,97.81);(9,7,45.68);(9,8,18.28);(10,6,54.36);(10,7,37.25);(11,4,84.99);(16,7,52.35);(16,8,33.61);(16,9,68.64);(17,6,85.84);(17,7,75.5);(18,0,196.76);(18,1,213.13);(18,3,163.57);(18,4,142.03);	(6,3,231.02);(6,4,215.18);(7,4,179.48);(7,5,162.79);(8,6,110.86);(8,7,97.81);(16,7,52.35);(17,6,85.84);(17,7,75.5);(18,0,196.76);(18,1,213.13);(18,4,142.03);	(7,3,197.74);(8,3,167.69);(8,5,127.53);(9,7,45.68);(9,8,18.28);(10,6,54.36);(10,7,37.25);(10,8,24.18);(10,9,10.7);(10,14,182.33);(11,4,84.99);(11,8,56.4);(12,8,93.81);(12,9,93.14);(12,11,166.62);(12,13,155.93);(13,6,154.36);(13,11,268.88);(14,4,228.6);(15,11,249.67);(15,19,109.27);(15,21,115.6);(16,8,33.61);(16,9,68.64);(18,3,163.57);(18,6,134.23);(18,7,115.89);
(9,10)	(15,7,29.35);	(6,3,398.66);(7,3,362.09);(7,4,374.21);(7,5,381.57);(8,3,318.24);(8,4,327.62);(18,0,392.31);(18,1,377.68);(18,2,344.34);(18,3,350.91);	(6,3,398.66);(7,3,362.09);(7,4,374.21);(7,5,381.57);(8,3,318.24);(8,4,327.62);(18,0,392.31);(18,1,377.68);(18,2,344.34);(18,3,350.91);	(15,7,29.35);
(10,6)	(9,8,38.74);(9,9,54.36);(10,7,17.59);(10,8,35.15);(10,9,57.01);(10,13,131.36);(11,5,50.07);(11,6,37.87);(11,7,36.44);(12,4,62.06);(12,7,58.02);(12,11,136.45);(12,13,128.99);(13,4,157.36);(13,5,124.86);(13,6,120.92);(13,11,227.71);(13,12,222.17);(14,3,202.04);(14,4,188.69);(15,11,209.34);(15,17,92.69);(15,21,88.29);(18,6,111.98);	(6,3,219.42);(6,4,210.69);(7,3,181.34);(7,4,170.34);(7,5,160.11);(8,3,141.96);(8,4,126.79);(8,5,115.63);(8,6,109.23);(8,7,108.36);(9,7,15.96);(11,4,30.67);(15,16,101.55);(16,6,60.66);(16,7,59.02);(16,9,14.54);(17,6,85.32);(17,7,86.21);(18,0,190.02);(18,1,198.76);(18,3,149.39);(18,4,135);	(6,3,219.42);(6,4,210.69);(7,3,181.34);(7,4,170.34);(7,5,160.11);(8,3,141.96);(8,4,126.79);(8,5,115.63);(8,6,109.23);(8,7,108.36);(9,7,15.96);(9,8,38.74);(9,9,54.36);(10,7,17.59);(10,8,35.15);(10,9,57.01);(16,6,60.66);(16,7,59.02);(17,6,85.32);(17,7,86.21);(18,0,190.02);(18,1,198.76);(18,3,149.39);(18,4,135);	(10,13,131.36);(11,4,30.67);(11,5,50.07);(11,6,37.87);(11,7,36.44);(12,4,62.06);(12,7,58.02);(12,11,136.45);(12,13,128.99);(13,4,157.36);(13,5,124.86);(13,6,120.92);(13,11,227.71);(13,12,222.17);(14,3,202.04);(14,4,188.69);(15,11,209.34);(15,16,101.55);(15,17,92.69);(15,21,88.29);(16,9,14.54);(18,6,111.98);
(10,7)	(9,9,37.25);(10,8,17.94);(10,9,39.43);	(6,3,224.9);(6,4,213.9);(7,3,188.12);(7,4,174.71);(7,5,162.31);(8,3,151.48);(8,4,134.2);(8,5,120.16);(8,6,110.15);(9,7,17.02);(9,8,23.56);(10,6,17.59);(11,4,47.96);(15,15,78.87);(16,6,60.23);(16,9,32.11);(17,6,85);(18,0,193.78);(18,1,205);(18,3,155.19);(18,4,138.28);	(6,3,224.9);(6,4,213.9);(7,3,188.12);(7,4,174.71);(7,5,162.31);(8,4,134.2);(8,5,120.16);(8,6,110.15);(9,8,23.56);(9,9,37.25);(10,8,17.94);(10,9,39.43);(16,6,60.23);(17,6,85);(18,0,193.78);(18,1,205);(18,3,155.19);(18,4,138.28);	(8,3,151.48);(9,7,17.02);(10,6,17.59);(11,4,47.96);(15,15,78.87);(16,9,32.11);
(10,8)	(10,9,22.88);(11,8,35.87);(12,8,73.99);(12,9,78.29);(12,10,72.56);(12,13,134.41);(15,19,92.89);(18,6,113.49);(18,7,97.26);	(6,3,236.17);(6,4,223.32);(7,3,200.58);(7,4,185.33);(7,5,171.17);(8,3,166.05);(8,4,147.41);(8,6,118.6);(8,7,110.09);(9,7,33);(9,8,20.19);(9,9,24.18);(10,6,35.15);(10,7,17.94);(16,6,69.36);(16,7,59.89);(16,8,36.24);(16,9,49.6);(17,6,93.05);(17,7,86.88);(18,0,203.78);(18,1,216.95);(18,4,148.27);	(6,3,236.17);(6,4,223.32);(7,3,200.58);(7,4,185.33);(7,5,171.17);(8,4,147.41);(8,6,118.6);(8,7,110.09);(9,8,20.19);(9,9,24.18);(10,9,22.88);(16,6,69.36);(16,7,59.89);(16,8,36.24);(17,6,93.05);(17,7,86.88);(18,0,203.78);(18,1,216.95);(18,4,148.27);	(8,3,166.05);(9,7,33);(10,6,35.15);(10,7,17.94);(11,8,35.87);(12,8,73.99);(12,9,78.29);(12,10,72.56);(12,13,134.41);(15,19,92.89);(16,9,49.6);(18,6,113.49);(18,7,97.26);
(10,9)	(11,8,49.5);(12,8,86.13);(12,11,160.56);(12,13,149.44);(13,6,148.9);(13,11,264.33);(14,4,223.85);(15,11,244.99);(15,21,109.52);(18,6,127.27);	(6,3,241.44);(6,4,225.83);(7,3,207.95);(7,4,190.01);(7,5,173.47);(8,3,177.22);(8,4,156.57);(8,6,121.47);(8,7,108.46);(9,7,51.03);(9,8,25.92);(9,9,10.7);(10,6,57.01);(10,7,39.43);(10,8,22.88);(11,4,87.21);(16,6,75.61);(16,7,62.78);(16,8,42.88);(16,9,71.54);(17,6,96.39);(17,7,86.19);(18,0,207.35);(18,1,223.43);(18,4,152.58);	(6,3,241.44);(6,4,225.83);(7,4,190.01);(7,5,173.47);(8,6,121.47);(8,7,108.46);(9,9,10.7);(16,7,62.78);(17,6,96.39);(17,7,86.19);(18,0,207.35);(18,1,223.43);(18,4,152.58);	(7,3,207.95);(8,3,177.22);(8,4,156.57);(9,7,51.03);(9,8,25.92);(10,6,57.01);(10,7,39.43);(10,8,22.88);(11,4,87.21);(11,8,49.5);(12,8,86.13);(12,11,160.56);(12,13,149.44);(13,6,148.9);(13,11,264.33);(14,4,223.85);(15,11,244.99);(15,21,109.52);(16,6,75.61);(16,8,42.88);(16,9,71.54);(18,6,127.27);
(10,10)	(10,13,87.48);(10,14,107.31);(12,11,131.44);(12,13,143.61);(13,5,101.82);(13,6,126.8);(13,12,43.94);(13,13,22.25);(13,14,28.64);(14,1,70.76);(14,2,57.81);(14,3,26.68);	(6,3,348.66);(7,3,310.01);(7,4,317.99);(7,5,322.27);(8,3,264.39);(8,4,269.69);(8,5,277.26);(13,1,27.07);(13,2,40.3);(15,7,95.44);(15,9,13.66);(18,0,337.17);(18,1,326.74);(18,2,292.4);(18,3,294.13);(18,4,297.39);	(6,3,348.66);(7,3,310.01);(7,4,317.99);(7,5,322.27);(8,3,264.39);(8,4,269.69);(8,5,277.26);(10,13,87.48);(10,14,107.31);(12,11,131.44);(12,13,143.61);(13,2,40.3);(13,5,101.82);(13,6,126.8);(13,14,28.64);(14,3,26.68);(15,9,13.66);(18,0,337.17);(18,1,326.74);(18,2,292.4);(18,3,294.13);(18,4,297.39);	(13,1,27.07);(13,12,43.94);(13,13,22.25);(14,1,70.76);(14,2,57.81);(15,7,95.44);
(10,11)	(10,12,124.64);(15,2,154.62);	(11,14,216.85);(12,14,49.64);(13,7,64.41);(13,8,53.38);(13,9,50.1);(13,10,52.4);(13,11,166.05);(14,8,177.22);(14,9,148.79);(14,10,114.06);(14,11,84.21);(14,12,55.85);(15,5,196.67);(15,11,149.78);(15,13,42.94);(15,14,22.66);(15,18,31.41);(15,19,80.3);(18,9,120.66);(18,10,120.84);(18,11,172.56);(18,12,186.56);(18,13,177.95);(19,2,140.35);(19,3,145.83);(19,4,147.18);(19,5,145.4);	(13,8,53.38);(13,9,50.1);(13,10,52.4);(15,18,31.41);(15,19,80.3);	(10,12,124.64);(11,14,216.85);(12,14,49.64);(13,7,64.41);(13,11,166.05);(14,8,177.22);(14,9,148.79);(14,10,114.06);(14,11,84.21);(14,12,55.85);(15,2,154.62);(15,5,196.67);(15,11,149.78);(15,13,42.94);(15,14,22.66);(18,9,120.66);(18,10,120.84);(18,11,172.56);(18,12,186.56);(18,13,177.95);(19,2,140.35);(19,3,145.83);(19,4,147.18);(19,5,145.4);
(10,12)	(11,12,51.87);	(10,11,124.64);(10,14,118.88);(11,14,99.94);(12,14,96.43);(13,11,95.97);(14,9,57.16);(14,10,44.26);(14,11,52.15);(14,12,69.27);(15,2,30.29);(15,3,17.09);(15,5,88.96);(15,13,126.45);(15,14,112.38);(18,5,97.42);(18,9,78.17);(18,10,56.32);(18,11,64.44);(18,12,66.19);(18,13,54.97);(19,1,111.15);(19,2,78.61);(19,4,30.47);(19,5,41.47);	(10,11,124.64);(10,14,118.88);(12,14,96.43);(14,10,44.26);(14,11,52.15);(14,12,69.27);(15,3,17.09);(15,13,126.45);(15,14,112.38);(18,5,97.42);(18,9,78.17);(18,10,56.32);(19,1,111.15);(19,2,78.61);	(11,12,51.87);(11,14,99.94);(13,11,95.97);(14,9,57.16);(15,2,30.29);(15,5,88.96);(18,11,64.44);(18,12,66.19);(18,13,54.97);(19,4,30.47);(19,5,41.47);
(10,13)	(10,14,36.46);(12,11,53.37);(13,5,15.03);(13,6,42.23);(14,4,59.33);(15,10,48.12);(15,11,79.68);	(6,3,314.33);(7,3,274.45);(7,4,275.04);(7,5,273.66);(8,3,228.99);(8,4,226.59);(8,5,226.93);(8,6,229.96);(8,7,235.63);(9,7,147.18);(10,6,131.36);(10,10,87.48);(11,4,110.47);(11,7,100.26);(12,5,34.88);(12,6,60.2);(12,7,80.01);(13,1,112.27);(13,3,29.26);(13,14,60.52);(14,3,75.69);(15,9,82.23);(15,15,83.9);(15,16,50.26);(16,6,187.61);(16,7,189.35);(17,6,210.04);(17,7,215.15);(18,0,295.1);(18,1,292.05);(18,2,258.17);(18,3,251.52);(18,4,247.87);	(6,3,314.33);(7,3,274.45);(7,4,275.04);(7,5,273.66);(8,3,228.99);(8,4,226.59);(8,5,226.93);(8,6,229.96);(8,7,235.63);(9,7,147.18);(10,6,131.36);(10,14,36.46);(11,4,110.47);(11,7,100.26);(12,5,34.88);(12,6,60.2);(12,7,80.01);(12,11,53.37);(13,5,15.03);(13,6,42.23);(15,15,83.9);(15,16,50.26);(16,6,187.61);(16,7,189.35);(17,6,210.04);(17,7,215.15);(18,0,295.1);(18,1,292.05);(18,2,258.17);(18,3,251.52);(18,4,247.87);	(10,10,87.48);(13,1,112.27);(13,3,29.26);(13,14,60.52);(14,3,75.69);(14,4,59.33);(15,9,82.23);(15,10,48.12);(15,11,79.68);
(10,14)	(10,12,118.88);(12,11,24.92);(13,11,89.04);(14,10,77.43);(15,11,69.4);(18,5,22.58);(18,8,37.77);(18,9,52.08);(18,11,124.79);(19,2,70.62);	(6,3,338.62);(6,4,340.17);(7,3,299.42);(7,4,298.44);(7,5,295.97);(8,3,255.84);(8,4,251.81);(8,5,249.89);(8,6,250.34);(9,8,176.18);(9,9,182.33);(10,10,107.31);(10,13,36.46);(13,1,133.99);(13,3,64.72);(13,4,18.38);(13,6,28.31);(13,14,78.7);(14,3,87.65);(14,4,48.82);(15,9,105.77);(15,10,56.84);(15,16,83.41);(18,0,318.26);(18,1,316.64);(18,2,284.06);(18,3,275.83);(18,4,270.68);	(6,3,338.62);(6,4,340.17);(7,3,299.42);(7,4,298.44);(7,5,295.97);(8,3,255.84);(8,4,251.81);(8,5,249.89);(8,6,250.34);(9,8,176.18);(9,9,182.33);(12,11,24.92);(13,6,28.31);(15,16,83.41);(18,0,318.26);(18,1,316.64);(18,2,284.06);(18,3,275.83);(18,4,270.68);	(10,10,107.31);(10,12,118.88);(10,13,36.46);(13,1,133.99);(13,3,64.72);(13,4,18.38);(13,11,89.04);(13,14,78.7);(14,3,87.65);(14,4,48.82);(14,10,77.43);(15,9,105.77);(15,10,56.84);(15,11,69.4);(18,5,22.58);(18,8,37.77);(18,9,52.08);(18,11,124.79);(19,2,70.62);
(11,3)	(9,7,105.4);(13,1,130.93);(13,2,75.92);(13,3,47.51);(13,11,153.49);(13,12,139.78);(14,3,117.79);(14,4,120.36);(15,10,101.51);(15,11,138.16);(15,16,15.01);(16,8,129.58);(16,9,79.18);(18,8,119.58);(18,9,136.15);	(6,3,252.81);(7,3,212.44);(7,4,214.01);(7,5,213.86);(8,3,165.71);(8,4,164.45);(8,5,167.22);(8,6,173.62);(8,7,183.23);(11,4,62.61);(15,15,29.61);(16,6,137.27);(16,7,142.8);(17,6,156.79);(17,7,165.32);(18,0,234.16);(18,1,230.38);(18,2,195.59);(18,3,189.88);(18,4,188.03);	(6,3,252.81);(7,3,212.44);(7,4,214.01);(7,5,213.86);(8,3,165.71);(8,4,164.45);(8,5,167.22);(8,6,173.62);(8,7,183.23);(9,7,105.4);(11,4,62.61);(15,15,29.61);(16,6,137.27);(16,7,142.8);(16,8,129.58);(16,9,79.18);(17,6,156.79);(17,7,165.32);(18,0,234.16);(18,1,230.38);(18,2,195.59);(18,3,189.88);(18,4,188.03);	(13,1,130.93);(13,2,75.92);(13,3,47.51);(13,11,153.49);(13,12,139.78);(14,3,117.79);(14,4,120.36);(15,10,101.51);(15,11,138.16);(15,16,15.01);(18,8,119.58);(18,9,136.15);
(11,4)	(9,7,42.97);(9,8,69.09);(9,9,84.99);(10,6,30.67);(10,7,47.96);(10,9,87.21);(10,13,110.47);(11,3,62.61);(11,5,28.15);(12,4,37.6);(12,11,125.58);(12,13,120.92);(13,3,105.18);(13,4,139.37);(13,5,106.73);(13,6,108.59);(13,11,206.32);(13,12,197.79);(14,3,176.93);(14,4,168.88);(15,10,155.88);(15,11,188.81);(15,16,74.01);(15,17,79.97);(16,8,66.99);(16,9,16.85);	(6,3,219.02);(7,3,179.28);(7,4,173.18);(7,5,167.21);(8,3,135.76);(8,4,125.69);(8,5,120.47);(8,6,120.38);(8,7,125.38);(15,15,33.01);(16,6,77.58);(16,7,81.09);(17,6,99.76);(17,7,105.46);(18,0,193.46);(18,1,197.3);(18,3,150.31);(18,4,141.18);	(6,3,219.02);(7,3,179.28);(7,4,173.18);(7,5,167.21);(8,3,135.76);(8,4,125.69);(8,5,120.47);(8,6,120.38);(8,7,125.38);(9,7,42.97);(9,8,69.09);(9,9,84.99);(10,6,30.67);(10,7,47.96);(10,9,87.21);(16,6,77.58);(16,7,81.09);(16,8,66.99);(16,9,16.85);(17,6,99.76);(17,7,105.46);(18,0,193.46);(18,1,197.3);(18,3,150.31);(18,4,141.18);	(10,13,110.47);(11,3,62.61);(11,5,28.15);(12,4,37.6);(12,11,125.58);(12,13,120.92);(13,3,105.18);(13,4,139.37);(13,5,106.73);(13,6,108.59);(13,11,206.32);(13,12,197.79);(14,3,176.93);(14,4,168.88);(15,10,155.88);(15,11,188.81);(15,15,33.01);(15,16,74.01);(15,17,79.97);
(11,5)	(11,6,12.38);	(6,3,244.76);(7,3,204.78);(7,4,200.22);(7,5,195.11);(8,3,160.3);(8,4,152.2);(8,5,148.26);(8,6,148.52);(9,7,65.42);(10,6,50.07);(11,4,28.15);(12,4,12.29);(15,15,22.04);(15,16,52.47);(16,7,106.84);(16,8,89.76);(16,9,40.74);(18,0,220.52);(18,1,222.8);(18,3,177.1);(18,4,169.05);	(6,3,244.76);(7,3,204.78);(7,4,200.22);(7,5,195.11);(8,3,160.3);(8,4,152.2);(8,5,148.26);(8,6,148.52);(9,7,65.42);(10,6,50.07);(11,4,28.15);(11,6,12.38);(16,7,106.84);(16,8,89.76);(16,9,40.74);(18,0,220.52);(18,1,222.8);(18,3,177.1);(18,4,169.05);	(12,4,12.29);(15,15,22.04);(15,16,52.47);
(11,6)		(7,3,199.69);(8,3,156.17);(8,6,139.31);(8,7,142.46);(9,7,53.42);(10,6,37.87);(11,5,12.38);(12,4,24.64);(15,15,30.59);(15,16,64.77);(16,6,94.22);(16,7,95.39);(16,8,77.66);(16,9,29.71);(17,6,117.58);(17,7,121.44);(18,1,217.63);	(7,3,199.69);(8,3,156.17);(8,6,139.31);(8,7,142.46);(9,7,53.42);(10,6,37.87);(16,6,94.22);(16,7,95.39);(16,8,77.66);(16,9,29.71);(17,6,117.58);(17,7,121.44);(18,1,217.63);	(11,5,12.38);(12,4,24.64);(15,15,30.59);(15,16,64.77);
(11,7)	(10,13,100.26);(11,8,34.95);(12,5,65.97);(12,6,40.2);(12,7,22.21);(12,8,49.54);(12,11,101.76);(12,13,94.12);(13,5,91.93);(13,6,86.2);(13,11,196.06);(13,12,193.21);(14,4,156.11);(15,10,148.32);(15,11,177.22);(15,17,57.88);(15,21,52.81);(18,7,71.42);	(6,3,252.08);(6,4,245.42);(7,3,213.28);(7,4,204.51);(7,5,195.72);(8,3,171.74);(8,4,159.32);(8,5,150.45);(8,6,145.44);(8,7,144.65);(9,7,51.7);(10,6,36.44);(16,6,97.09);(16,9,37.3);(17,6,121.74);(17,7,122.24);(18,0,224.4);(18,1,230.9);(18,3,182.85);(18,4,170.33);	(6,3,252.08);(6,4,245.42);(7,3,213.28);(7,4,204.51);(7,5,195.72);(8,3,171.74);(8,4,159.32);(8,5,150.45);(8,6,145.44);(8,7,144.65);(9,7,51.7);(10,6,36.44);(11,8,34.95);(16,6,97.09);(16,9,37.3);(17,6,121.74);(17,7,122.24);(18,0,224.4);(18,1,230.9);(18,3,182.85);(18,4,170.33);	(10,13,100.26);(12,5,65.97);(12,6,40.2);(12,7,22.21);(12,8,49.54);(12,11,101.76);(12,13,94.12);(13,5,91.93);(13,6,86.2);(13,11,196.06);(13,12,193.21);(14,4,156.11);(15,10,148.32);(15,11,177.22);(15,17,57.88);(15,21,52.81);(18,7,71.42);
(11,8)	(12,8,39);(12,9,46.32);(12,11,112.83);(15,17,77.65);(15,21,61.03);(18,6,80.3);(18,7,63.36);	(9,8,55.97);(9,9,56.4);(10,8,35.87);(10,9,49.5);(11,7,34.95);	(9,8,55.97);(9,9,56.4);(10,8,35.87);(10,9,49.5);	(11,7,34.95);(12,8,39);(12,9,46.32);(12,11,112.83);(15,17,77.65);(15,21,61.03);(18,6,80.3);(18,7,63.36);
(11,12)		(10,12,51.87);(12,11,173.05);(12,14,146.2);(13,7,187.77);(14,9,68.62);(14,11,100.51);(15,2,22.84);(15,3,61.69);(15,5,66.63);(15,13,176.42);(15,14,163.87);(18,11,52.7);(18,12,30.78);(18,13,16.96);(19,1,157.91);(19,4,38.78);(19,5,53.74);	(10,12,51.87);(12,11,173.05);(12,14,146.2);(13,7,187.77);(14,9,68.62);(14,11,100.51);(15,2,22.84);(15,3,61.69);(15,13,176.42);(15,14,163.87);(18,11,52.7);(19,1,157.91);(19,4,38.78);(19,5,53.74);	(15,5,66.63);(18,12,30.78);(18,13,16.96);
(11,13)		(11,14,50.51);(15,4,23.84);	(11,14,50.51);(15,4,23.84);	
(11,14)	(10,11,216.85);(10,12,99.94);(11,13,50.51);(14,12,161.83);(15,1,46.69);(15,14,199.99);	(14,0,97.48);(15,5,28.9);(15,6,74.77);(15,7,116.21);(18,11,45.78);(19,1,180.42);	(10,11,216.85);(10,12,99.94);(14,12,161.83);(15,1,46.69);(15,5,28.9);(15,14,199.99);(18,11,45.78);(19,1,180.42);	(11,13,50.51);(14,0,97.48);(15,6,74.77);(15,7,116.21);
(12,3)	(13,12,94.42);(14,2,118.09);(14,3,71.6);	(6,3,290.99);(7,3,251.25);(7,4,256.1);(8,3,204.76);(13,2,28.49);(18,0,275.84);(18,1,268.68);(18,2,233.89);(18,3,232.01);	(6,3,290.99);(7,3,251.25);(7,4,256.1);(8,3,204.76);(18,0,275.84);(18,1,268.68);(18,2,233.89);(18,3,232.01);	(13,2,28.49);(13,12,94.42);(14,2,118.09);(14,3,71.6);
(12,4)	(11,5,12.29);(11,6,24.64);(13,3,68.86);(13,11,169.27);(13,12,161.09);(14,3,140.37);(15,10,118.49);	(6,3,249.53);(7,3,209.35);(7,4,206.38);(7,5,202.55);(8,3,164.14);(8,4,157.79);(8,5,155.55);(8,6,157.33);(8,7,162.98);(9,7,77.18);(10,6,62.06);(11,4,37.6);(15,15,17.36);(15,16,40.2);(16,6,115.14);(16,8,101.57);(17,6,137.28);(17,7,142.93);(18,0,226.7);(18,1,227.39);(18,3,182.94);(18,4,176.47);	(6,3,249.53);(7,3,209.35);(7,4,206.38);(7,5,202.55);(8,3,164.14);(8,4,157.79);(8,5,155.55);(8,6,157.33);(8,7,162.98);(9,7,77.18);(10,6,62.06);(11,4,37.6);(11,5,12.29);(11,6,24.64);(15,15,17.36);(16,6,115.14);(16,8,101.57);(17,6,137.28);(17,7,142.93);(18,0,226.7);(18,1,227.39);(18,3,182.94);(18,4,176.47);	(13,3,68.86);(13,11,169.27);(13,12,161.09);(14,3,140.37);(15,10,118.49);(15,16,40.2);
(12,5)	(10,13,34.88);(12,6,26.72);(12,7,47);(12,11,61.06);(12,13,62.65);(13,5,30.61);(13,6,43.12);(13,12,127.45);(14,3,108.23);(14,4,93.33);(15,10,82.57);(15,11,114.04);(15,17,24.12);	(6,3,287.63);(7,3,247.56);(7,4,245.78);(7,5,242.56);(8,3,202.25);(8,4,197.32);(8,5,195.66);(8,6,197.17);(11,7,65.97);(13,3,42.9);(13,14,91.38);(15,15,53.95);(16,6,153.63);(16,7,154.94);(17,7,181.01);(18,0,266);(18,1,265.41);(18,3,222.37);(18,4,216.58);	(6,3,287.63);(7,3,247.56);(7,4,245.78);(7,5,242.56);(8,3,202.25);(8,4,197.32);(8,5,195.66);(8,6,197.17);(11,7,65.97);(12,6,26.72);(12,7,47);(12,13,62.65);(15,15,53.95);(15,17,24.12);(16,6,153.63);(16,7,154.94);(17,7,181.01);(18,0,266);(18,1,265.41);(18,3,222.37);(18,4,216.58);	(10,13,34.88);(12,11,61.06);(13,3,42.9);(13,5,30.61);(13,6,43.12);(13,12,127.45);(13,14,91.38);(14,3,108.23);(14,4,93.33);(15,10,82.57);(15,11,114.04);
(12,6)	(10,13,60.2);(12,7,20.3);(12,9,79.23);(12,11,68.86);(12,13,64.93);(13,5,51.96);(13,6,51.18);(14,4,116.29);(15,10,108.31);(15,11,137.42);(15,17,21);(15,21,33.75);(18,6,56.95);	(6,3,276.4);(7,3,236.67);(7,4,232.01);(8,3,192.62);(8,4,184.62);(8,6,178.76);(8,7,181.02);(11,7,40.2);(12,5,26.72);(13,14,118.08);(14,3,134.78);(15,16,52.41);(16,6,132.79);(16,7,132.45);(17,6,156.62);(17,7,159.37);(18,0,252.18);(18,1,254.51);(18,3,209.22);	(6,3,276.4);(7,3,236.67);(7,4,232.01);(8,3,192.62);(8,4,184.62);(8,6,178.76);(8,7,181.02);(11,7,40.2);(12,7,20.3);(12,9,79.23);(15,21,33.75);(16,6,132.79);(16,7,132.45);(17,6,156.62);(17,7,159.37);(18,0,252.18);(18,1,254.51);(18,3,209.22);(18,6,56.95);	(10,13,60.2);(12,5,26.72);(12,11,68.86);(12,13,64.93);(13,5,51.96);(13,6,51.18);(13,14,118.08);(14,3,134.78);(14,4,116.29);(15,10,108.31);(15,11,137.42);(15,16,52.41);(15,17,21);
